"Region","District","Village","Period","start","end"
"Tigray","Hawzien","Selam","planting","06-29","07-15"
"Tigray","Hawzien","Selam","flowering","08-22","09-07"
"Tigray","Hawzien","Selam","tasseling/seed filling","09-08","10-07"
"Tigray","Hawzien","Selam","harvesting","10-08","11-07"
"Tigray","Hawzien","Selam","land preparation","03-22","06-22"
"Tigray","Hawzien","Selam","planting","05-27","06-07"
"Tigray","Hawzien","Selam","flowering","07-27","09-07"
"Tigray","Hawzien","Selam","tasseling/seed filling","10-07","10-12"
"Tigray","Hawzien","Selam","harvesting","10-17","10-22"
"Tigray","Hawzien","Debreselam","land preparation","03-10","04-23"
"Tigray","Hawzien","Debreselam","planting","05-01","06-07"
"Tigray","Hawzien","Debreselam","flowering","08-07","09-05"
"Tigray","Hawzien","Debreselam","tasseling/seed filling","09-26","10-11"
"Tigray","Hawzien","Debreselam","harvesting","11-14","11-30"
"Tigray","Hawzien","Debreselam","land preparation","05-09","06-12"
"Tigray","Hawzien","Debreselam","planting","07-01","07-17"
"Tigray","Hawzien","Debreselam","flowering","08-21","09-05"
"Tigray","Hawzien","Debreselam","tasseling/seed filling","09-11","09-27"
"Tigray","Hawzien","Debreselam","harvesting","10-18","11-24"
"Tigray","Hawzien","Debreselam","land preparation","03-10","04-23"
"Tigray","Hawzien","Debreselam","planting","05-01","06-07"
"Tigray","Hawzien","Debreselam","flowering","08-07","09-05"
"Tigray","Hawzien","Debreselam","tasseling/seed filling","09-25","10-10"
"Tigray","Hawzien","Debreselam","harvesting","10-11","10-30"
"Tigray","Hintalo Wajerat","Hareko","land preparation","01-08","07-22"
"Tigray","Hintalo Wajerat","Hareko","planting","07-23","08-07"
"Tigray","Hintalo Wajerat","Hareko","flowering","09-17","10-08"
"Tigray","Hintalo Wajerat","Hareko","tasseling/seed filling","10-22","11-08"
"Tigray","Hintalo Wajerat","Hareko","harvesting","11-17","12-07"
"Tigray","Hintalo Wajerat","Hareko","land preparation","01-08","06-07"
"Tigray","Hintalo Wajerat","Hareko","planting","07-08","07-17"
"Tigray","Hintalo Wajerat","Hareko","flowering","09-05","09-17"
"Tigray","Hintalo Wajerat","Hareko","tasseling/seed filling","10-08","10-22"
"Tigray","Hintalo Wajerat","Hareko","harvesting","11-08","11-22"
"Tigray","Hintalo Wajerat","Hareko","land preparation","01-08","06-07"
"Tigray","Hintalo Wajerat","Hareko","planting","06-22","07-07"
"Tigray","Hintalo Wajerat","Hareko","flowering","08-23","09-05"
"Tigray","Hintalo Wajerat","Hareko","tasseling/seed filling","09-08","09-22"
"Tigray","Hintalo Wajerat","Hareko","harvesting","10-08","10-27"
"Tigray","Hawzien","Qoraro","land preparation","05-10","08-16"
"Tigray","Hawzien","Qoraro","planting","06-08","08-06"
"Tigray","Hawzien","Qoraro","flowering","08-22","10-10"
"Tigray","Hawzien","Qoraro","tasseling/seed filling","09-25","09-25"
"Tigray","Hawzien","Qoraro","harvesting","10-15","11-09"
"Tigray","Hawzien","Qoraro","land preparation","03-10","05-09"
"Tigray","Hawzien","Qoraro","planting","05-11","06-17"
"Tigray","Hawzien","Qoraro","flowering","08-12","09-05"
"Tigray","Hawzien","Qoraro","tasseling/seed filling","09-08","10-08"
"Tigray","Hawzien","Qoraro","harvesting","10-15","10-20"
"Tigray","Hawzien","Qoraro","land preparation","03-10","05-09"
"Tigray","Hawzien","Qoraro","planting","05-11","06-07"
"Tigray","Hawzien","Qoraro","flowering","08-16","09-05"
"Tigray","Hawzien","Qoraro","tasseling/seed filling","09-10","10-10"
"Tigray","Hawzien","Qoraro","harvesting","11-25","11-19"
"Tigray","Tanqua-Abergele","Hadashtekli","land preparation","01-09","04-08"
"Tigray","Tanqua-Abergele","Hadashtekli","planting","05-24","07-05"
"Tigray","Tanqua-Abergele","Hadashtekli","flowering","08-24","09-09"
"Tigray","Tanqua-Abergele","Hadashtekli","tasseling/seed filling","09-13","10-08"
"Tigray","Tanqua-Abergele","Hadashtekli","harvesting","10-23","11-23"
"Tigray","Tanqua-Abergele","Hadashtekli","land preparation","01-09","04-08"
"Tigray","Tanqua-Abergele","Hadashtekli","planting","05-23","07-13"
"Tigray","Tanqua-Abergele","Hadashtekli","flowering","08-24","09-13"
"Tigray","Tanqua-Abergele","Hadashtekli","tasseling/seed filling","09-24","10-20"
"Tigray","Tanqua-Abergele","Hadashtekli","harvesting","11-08","12-08"
"Amhara","Ibinat","Mechena","land preparation","01-10","06-28"
"Amhara","Ibinat","Mechena","planting","07-19","08-06"
"Amhara","Ibinat","Mechena","flowering","09-16","09-23"
"Amhara","Ibinat","Mechena","tasseling/seed filling","10-11","11-10"
"Amhara","Ibinat","Mechena","harvesting","11-15","12-10"
"Amhara","Ibinat","Mechena","land preparation","03-10","05-08"
"Amhara","Ibinat","Mechena","planting","05-09","05-20"
"Amhara","Ibinat","Mechena","flowering","07-19","08-06"
"Amhara","Ibinat","Mechena","tasseling/seed filling","08-30","10-11"
"Amhara","Ibinat","Mechena","harvesting","10-27","11-10"
"Amhara","Ibinat","Mechena","land preparation","10-12","03-09"
"Amhara","Ibinat","Mechena","planting","03-25","11-13"
"Amhara","Ibinat","Mechena","flowering","08-22","09-16"
"Amhara","Ibinat","Mechena","tasseling/seed filling","09-27","10-27"
"Amhara","Ibinat","Mechena","harvesting","11-11","11-26"
"Amhara","Ibinat","Ader Seg","land preparation","12-25","05-08"
"Amhara","Ibinat","Ader Seg","planting","07-08","08-06"
"Amhara","Ibinat","Ader Seg","flowering","08-31","09-27"
"Amhara","Ibinat","Ader Seg","tasseling/seed filling","09-28","10-11"
"Amhara","Ibinat","Ader Seg","harvesting","10-16","11-10"
"Amhara","Ibinat","Ader Seg","land preparation","01-10","05-08"
"Amhara","Ibinat","Ader Seg","planting","06-08","06-22"
"Amhara","Ibinat","Ader Seg","flowering","08-11","08-22"
"Amhara","Ibinat","Ader Seg","tasseling/seed filling","09-06","09-27"
"Amhara","Ibinat","Ader Seg","harvesting","10-12","11-10"
"Amhara","Ibinat","Ader Seg","land preparation","01-10","05-08"
"Amhara","Ibinat","Ader Seg","planting","06-08","06-23"
"Amhara","Ibinat","Ader Seg","flowering","07-27","09-05"
"Amhara","Ibinat","Ader Seg","tasseling/seed filling","09-06","09-26"
"Amhara","Ibinat","Ader Seg","harvesting","10-06","10-16"
"Amhara","Ibinat","Tigage","land preparation","12-11","05-08"
"Amhara","Ibinat","Tigage","planting","07-08","08-11"
"Amhara","Ibinat","Tigage","flowering","08-26","09-16"
"Amhara","Ibinat","Tigage","tasseling/seed filling","09-23","10-01"
"Amhara","Ibinat","Tigage","harvesting","10-02","11-10"
"Amhara","Ibinat","Tigage","land preparation","12-11","04-08"
"Amhara","Ibinat","Tigage","planting","06-08","06-23"
"Amhara","Ibinat","Tigage","flowering","08-22","09-05"
"Amhara","Ibinat","Tigage","tasseling/seed filling","09-06","09-23"
"Amhara","Ibinat","Tigage","harvesting","09-27","10-01"
"Amhara","Ibinat","Tigage","land preparation","12-11","04-08"
"Amhara","Ibinat","Tigage","planting","06-07","07-07"
"Amhara","Ibinat","Tigage","flowering","08-22","09-05"
"Amhara","Ibinat","Tigage","tasseling/seed filling","09-06","09-10"
"Amhara","Ibinat","Tigage","harvesting","09-16","09-26"
"Amhara","Ibinat","Amisetya","land preparation","02-08","07-07"
"Amhara","Ibinat","Amisetya","planting","07-08","07-22"
"Amhara","Ibinat","Amisetya","flowering","09-16","09-27"
"Amhara","Ibinat","Amisetya","tasseling/seed filling","09-28","10-16"
"Amhara","Ibinat","Amisetya","harvesting","11-05","11-26"
"Amhara","Ibinat","Amisetya","land preparation","03-10","05-08"
"Amhara","Ibinat","Amisetya","planting","05-09","05-18"
"Amhara","Ibinat","Amisetya","flowering","08-07","08-21"
"Amhara","Ibinat","Amisetya","tasseling/seed filling","09-05","09-26"
"Amhara","Ibinat","Amisetya","harvesting","10-12","10-26"
"Amhara","Ibinat","Amisetya","land preparation","12-25","05-08"
"Amhara","Ibinat","Amisetya","planting","06-05","06-12"
"Amhara","Ibinat","Amisetya","flowering","08-01","08-06"
"Amhara","Ibinat","Amisetya","tasseling/seed filling","08-07","08-22"
"Amhara","Ibinat","Amisetya","harvesting","08-31","09-05"
"Amhara","Ibinat","Deber Aba Jale","land preparation","10-12","07-07"
"Amhara","Ibinat","Deber Aba Jale","planting","07-08","07-16"
"Amhara","Ibinat","Deber Aba Jale","flowering","09-06","09-27"
"Amhara","Ibinat","Deber Aba Jale","tasseling/seed filling","09-28","10-11"
"Amhara","Ibinat","Deber Aba Jale","harvesting","11-11","11-26"
"Amhara","Ibinat","Deber Aba Jale","land preparation","10-12","06-07"
"Amhara","Ibinat","Deber Aba Jale","planting","06-08","06-22"
"Amhara","Ibinat","Deber Aba Jale","flowering","08-07","09-05"
"Amhara","Ibinat","Deber Aba Jale","tasseling/seed filling","09-06","09-21"
"Amhara","Ibinat","Deber Aba Jale","harvesting","09-27","10-11"
"Amhara","Ibinat","Tara Senba","land preparation","10-26","05-29"
"Amhara","Ibinat","Tara Senba","planting","06-08","07-12"
"Amhara","Ibinat","Tara Senba","flowering","08-22","09-16"
"Amhara","Ibinat","Tara Senba","tasseling/seed filling","09-17","10-11"
"Amhara","Ibinat","Tara Senba","harvesting","10-26","11-25"
"Amhara","Ibinat","Tara Senba","land preparation","10-26","05-28"
"Amhara","Ibinat","Tara Senba","planting","06-08","06-23"
"Amhara","Ibinat","Tara Senba","flowering","08-07","08-16"
"Amhara","Ibinat","Tara Senba","tasseling/seed filling","08-21","09-05"
"Amhara","Ibinat","Tara Senba","harvesting","09-07","09-21"
"Amhara","Ibinat","Aqua Shumoch","land preparation","12-11","05-08"
"Amhara","Ibinat","Aqua Shumoch","planting","07-08","08-06"
"Amhara","Ibinat","Aqua Shumoch","flowering","08-31","09-12"
"Amhara","Ibinat","Aqua Shumoch","tasseling/seed filling","09-13","09-27"
"Amhara","Ibinat","Aqua Shumoch","harvesting","10-01","11-10"
"Amhara","Ibinat","Aqua Shumoch","land preparation","12-11","05-08"
"Amhara","Ibinat","Aqua Shumoch","planting","06-08","07-07"
"Amhara","Ibinat","Aqua Shumoch","flowering","09-06","09-26"
"Amhara","Ibinat","Aqua Shumoch","tasseling/seed filling","09-27","10-11"
"Amhara","Ibinat","Aqua Shumoch","harvesting","10-26","11-15"
"Amhara","Ibinat","Aqua Shumoch","land preparation","12-11","05-08"
"Amhara","Ibinat","Aqua Shumoch","planting","06-08","07-07"
"Amhara","Ibinat","Aqua Shumoch","flowering","08-22","09-16"
"Amhara","Ibinat","Aqua Shumoch","tasseling/seed filling","09-17","10-11"
"Amhara","Ibinat","Aqua Shumoch","harvesting","10-12","10-21"
"Amhara","Ibinat","Niquara","land preparation","11-11","06-12"
"Amhara","Ibinat","Niquara","planting","07-08","07-01"
"Amhara","Ibinat","Niquara","flowering","08-22","09-11"
"Amhara","Ibinat","Niquara","tasseling/seed filling","09-12","09-30"
"Amhara","Ibinat","Niquara","harvesting","10-05","10-25"
"Amhara","Ibinat","Niquara","land preparation","01-09","05-09"
"Amhara","Ibinat","Niquara","planting","05-10","06-07"
"Amhara","Ibinat","Niquara","flowering","08-22","09-15"
"Amhara","Ibinat","Niquara","tasseling/seed filling","09-25","10-10"
"Amhara","Ibinat","Niquara","harvesting","11-04","11-24"
"Amhara","Ibinat","Niquara","land preparation","12-10","06-12"
"Amhara","Ibinat","Niquara","planting","06-13","07-04"
"Amhara","Ibinat","Niquara","flowering","08-22","09-05"
"Amhara","Ibinat","Niquara","tasseling/seed filling","09-26","10-10"
"Amhara","Ibinat","Niquara","harvesting","10-15","11-09"
"Amhara","Ibinat","Jiman Deregeha","land preparation","02-09","06-22"
"Amhara","Ibinat","Jiman Deregeha","planting","07-05","07-12"
"Amhara","Ibinat","Jiman Deregeha","flowering","09-05","09-11"
"Amhara","Ibinat","Jiman Deregeha","tasseling/seed filling","09-26","10-26"
"Amhara","Ibinat","Jiman Deregeha","harvesting","11-10","11-25"
"Amhara","Ibinat","Jiman Deregeha","land preparation","12-10","06-02"
"Amhara","Ibinat","Jiman Deregeha","planting","06-05","06-11"
"Amhara","Ibinat","Jiman Deregeha","flowering","08-07","08-22"
"Amhara","Ibinat","Jiman Deregeha","tasseling/seed filling","08-30","09-06"
"Amhara","Ibinat","Jiman Deregeha","harvesting","09-26","10-10"
"Amhara","Ibinat","Abina","land preparation","12-11","06-23"
"Amhara","Ibinat","Abina","planting","07-08","07-23"
"Amhara","Ibinat","Abina","flowering","08-21","09-05"
"Amhara","Ibinat","Abina","tasseling/seed filling","09-15","10-10"
"Amhara","Ibinat","Abina","harvesting","10-11","11-09"
"Amhara","Ibinat","Abina","land preparation","01-24","03-23"
"Amhara","Ibinat","Abina","planting","05-09","06-07"
"Amhara","Ibinat","Abina","flowering","08-07","08-22"
"Amhara","Ibinat","Abina","tasseling/seed filling","08-22","09-05"
"Amhara","Ibinat","Abina","harvesting","11-25","12-09"
"Amhara","Ibinat","Abina","land preparation","03-10","04-08"
"Amhara","Ibinat","Abina","planting","06-08","07-07"
"Amhara","Ibinat","Abina","flowering","08-07","09-05"
"Amhara","Ibinat","Abina","tasseling/seed filling","09-06","09-26"
"Amhara","Ibinat","Abina","harvesting","09-26","10-10"
"Tigray","Medebay-Zana","Deber kerbye","land preparation","06-13","07-10"
"Tigray","Medebay-Zana","Deber kerbye","planting","07-16","07-22"
"Tigray","Medebay-Zana","Deber kerbye","flowering","08-26","09-17"
"Tigray","Medebay-Zana","Deber kerbye","tasseling/seed filling","09-18","10-15"
"Tigray","Medebay-Zana","Deber kerbye","harvesting","10-25","11-15"
"Tigray","Medebay-Zana","Deber kerbye","land preparation","05-09","05-11"
"Tigray","Medebay-Zana","Deber kerbye","planting","05-15","05-26"
"Tigray","Medebay-Zana","Deber kerbye","flowering","08-01","08-18"
"Tigray","Medebay-Zana","Deber kerbye","tasseling/seed filling","09-11","10-10"
"Tigray","Medebay-Zana","Deber kerbye","harvesting","11-10","12-09"
"Amhara","Ibinat","Balarab","land preparation","12-11","07-02"
"Amhara","Ibinat","Balarab","planting","07-08","08-06"
"Amhara","Ibinat","Balarab","flowering","08-21","09-05"
"Amhara","Ibinat","Balarab","tasseling/seed filling","09-12","09-27"
"Amhara","Ibinat","Balarab","harvesting","10-12","12-10"
"Amhara","Ibinat","Balarab","land preparation","01-11","05-08"
"Amhara","Ibinat","Balarab","planting","05-09","07-07"
"Amhara","Ibinat","Balarab","flowering","08-21","09-26"
"Amhara","Ibinat","Balarab","tasseling/seed filling","10-10","10-23"
"Amhara","Ibinat","Balarab","harvesting","11-11","12-10"
"Amhara","Ibinat","Aquha","land preparation","12-11","06-07"
"Amhara","Ibinat","Aquha","planting","06-08","07-12"
"Amhara","Ibinat","Aquha","flowering","08-22","09-15"
"Amhara","Ibinat","Aquha","tasseling/seed filling","09-23","10-16"
"Amhara","Ibinat","Aquha","harvesting","10-27","11-20"
"Amhara","Ibinat","Aquha","land preparation","01-10","04-24"
"Amhara","Ibinat","Aquha","planting","05-09","06-02"
"Amhara","Ibinat","Aquha","flowering","08-22","09-11"
"Amhara","Ibinat","Aquha","tasseling/seed filling","09-26","10-23"
"Amhara","Ibinat","Aquha","harvesting","11-11","11-26"
"Amhara","Ibinat","Aquha","land preparation","01-10","04-24"
"Amhara","Ibinat","Aquha","planting","05-09","06-02"
"Amhara","Ibinat","Aquha","flowering","08-22","09-11"
"Amhara","Ibinat","Aquha","tasseling/seed filling","09-26","10-23"
"Amhara","Ibinat","Aquha","harvesting","11-11","11-26"
"Amhara","Ibinat","Gela Matebiya","land preparation","02-09","06-22"
"Amhara","Ibinat","Gela Matebiya","planting","07-02","07-23"
"Amhara","Ibinat","Gela Matebiya","flowering","08-07","08-26"
"Amhara","Ibinat","Gela Matebiya","tasseling/seed filling","09-11","09-30"
"Amhara","Ibinat","Gela Matebiya","harvesting","10-11","11-19"
"Amhara","Ibinat","Gela Matebiya","land preparation","02-09","05-08"
"Amhara","Ibinat","Gela Matebiya","planting","05-09","06-07"
"Amhara","Ibinat","Gela Matebiya","flowering","08-07","09-05"
"Amhara","Ibinat","Gela Matebiya","tasseling/seed filling","09-11","10-10"
"Amhara","Ibinat","Gela Matebiya","harvesting","11-10","11-19"
"Amhara","Ibinat","Ziha","land preparation","02-09","06-07"
"Amhara","Ibinat","Ziha","planting","07-08","08-06"
"Amhara","Ibinat","Ziha","flowering","09-05","10-11"
"Amhara","Ibinat","Ziha","tasseling/seed filling","10-12","11-10"
"Amhara","Ibinat","Ziha","harvesting","11-11","12-10"
"Amhara","Ibinat","Ziha","land preparation","03-10","05-08"
"Amhara","Ibinat","Ziha","planting","05-09","05-28"
"Amhara","Ibinat","Ziha","flowering","07-23","08-06"
"Amhara","Ibinat","Ziha","tasseling/seed filling","08-07","09-05"
"Amhara","Ibinat","Ziha","harvesting","10-12","11-10"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","land preparation","01-10","07-07"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","planting","07-08","08-06"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","flowering","09-06","09-26"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","tasseling/seed filling","09-27","10-26"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","harvesting","10-27","11-10"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","land preparation","01-10","05-08"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","planting","05-09","06-08"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","flowering","08-22","09-05"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","tasseling/seed filling","09-06","09-27"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","harvesting","09-28","10-11"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","land preparation","01-10","04-24"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","planting","04-25","05-08"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","flowering","08-22","09-05"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","tasseling/seed filling","09-06","11-22"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","harvesting","11-23","12-10"
"Amhara","Libo Kemkem","Keregna","land preparation","05-09","06-07"
"Amhara","Libo Kemkem","Keregna","planting","06-08","06-12"
"Amhara","Libo Kemkem","Keregna","flowering","08-22","09-05"
"Amhara","Libo Kemkem","Keregna","tasseling/seed filling","09-16","10-11"
"Amhara","Libo Kemkem","Keregna","harvesting","10-31","11-10"
"Amhara","Libo Kemkem","Keregna","land preparation","03-25","04-20"
"Amhara","Libo Kemkem","Keregna","planting","05-09","06-07"
"Amhara","Libo Kemkem","Keregna","flowering","08-26","09-16"
"Amhara","Libo Kemkem","Keregna","tasseling/seed filling","09-17","10-11"
"Amhara","Libo Kemkem","Keregna","harvesting","10-31","12-10"
"Amhara","Libo Kemkem","Estifanos","land preparation","03-10","07-07"
"Amhara","Libo Kemkem","Estifanos","planting","07-12","08-06"
"Amhara","Libo Kemkem","Estifanos","flowering","09-03","10-01"
"Amhara","Libo Kemkem","Estifanos","tasseling/seed filling","10-02","10-16"
"Amhara","Libo Kemkem","Estifanos","harvesting","10-21","12-10"
"Amhara","Libo Kemkem","Estifanos","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Estifanos","planting","05-09","06-12"
"Amhara","Libo Kemkem","Estifanos","flowering","08-22","09-05"
"Amhara","Libo Kemkem","Estifanos","tasseling/seed filling","09-12","09-27"
"Amhara","Libo Kemkem","Estifanos","harvesting","10-11","10-31"
"Amhara","Libo Kemkem","Estifanos","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Estifanos","planting","05-09","06-22"
"Amhara","Libo Kemkem","Estifanos","flowering","09-05","09-27"
"Amhara","Libo Kemkem","Estifanos","tasseling/seed filling","09-27","10-16"
"Amhara","Libo Kemkem","Estifanos","harvesting","11-15","12-10"
"Amhara","Libo Kemkem","Mitad","land preparation","03-10","06-02"
"Amhara","Libo Kemkem","Mitad","planting","06-08","07-12"
"Amhara","Libo Kemkem","Mitad","flowering","08-22","09-05"
"Amhara","Libo Kemkem","Mitad","tasseling/seed filling","09-16","11-11"
"Amhara","Libo Kemkem","Mitad","harvesting","11-11","12-10"
"Amhara","Libo Kemkem","Mitad","land preparation","12-11","05-11"
"Amhara","Libo Kemkem","Mitad","planting","06-08","07-07"
"Amhara","Libo Kemkem","Mitad","flowering","08-21","09-12"
"Amhara","Libo Kemkem","Mitad","tasseling/seed filling","09-26","11-10"
"Amhara","Libo Kemkem","Mitad","harvesting","11-12","12-09"
"Amhara","Libo Kemkem","Ginaza","land preparation","03-10","07-08"
"Amhara","Libo Kemkem","Ginaza","planting","07-11","07-23"
"Amhara","Libo Kemkem","Ginaza","flowering","09-12","10-09"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","10-12","10-27"
"Amhara","Libo Kemkem","Ginaza","harvesting","11-11","12-05"
"Amhara","Libo Kemkem","Ginaza","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Ginaza","planting","05-09","05-28"
"Amhara","Libo Kemkem","Ginaza","flowering","08-22","09-12"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-21","10-11"
"Amhara","Libo Kemkem","Ginaza","harvesting","10-27","11-10"
"Amhara","Libo Kemkem","Anigot","land preparation","05-09","07-07"
"Amhara","Libo Kemkem","Anigot","planting","07-12","07-28"
"Amhara","Libo Kemkem","Anigot","flowering","09-12","10-11"
"Amhara","Libo Kemkem","Anigot","tasseling/seed filling","10-12","11-10"
"Amhara","Libo Kemkem","Anigot","harvesting","11-11","12-10"
"Amhara","Libo Kemkem","Anigot","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Anigot","planting","05-09","01-19"
"Amhara","Libo Kemkem","Anigot","flowering","08-23","08-22"
"Amhara","Libo Kemkem","Anigot","tasseling/seed filling","08-27","09-28"
"Amhara","Libo Kemkem","Anigot","harvesting","10-27","11-10"
"Amhara","Libo Kemkem","Anigot","land preparation","04-09","06-07"
"Amhara","Libo Kemkem","Anigot","planting","06-08","07-07"
"Amhara","Libo Kemkem","Anigot","flowering","08-22","09-12"
"Amhara","Libo Kemkem","Anigot","tasseling/seed filling","09-27","10-26"
"Amhara","Libo Kemkem","Anigot","harvesting","11-11","12-10"
"Amhara","Enesie Sar Midir","Goshedur-033-","land preparation","11-16","05-08"
"Amhara","Enesie Sar Midir","Goshedur-033-","planting","05-10","07-07"
"Amhara","Enesie Sar Midir","Goshedur-033-","flowering","09-12","09-27"
"Amhara","Enesie Sar Midir","Goshedur-033-","tasseling/seed filling","09-28","11-10"
"Amhara","Enesie Sar Midir","Goshedur-033-","harvesting","11-25","01-10"
"Amhara","Enesie Sar Midir","Goshedur-033-","land preparation","04-08","04-23"
"Amhara","Enesie Sar Midir","Goshedur-033-","planting","05-23","06-22"
"Amhara","Enesie Sar Midir","Goshedur-033-","flowering","08-07","09-05"
"Amhara","Enesie Sar Midir","Goshedur-033-","tasseling/seed filling","09-26","10-26"
"Amhara","Enesie Sar Midir","Goshedur-033-","harvesting","10-30","01-10"
"Amhara","Enesie Sar Midir","Lul-025-","land preparation","03-24","07-07"
"Amhara","Enesie Sar Midir","Lul-025-","planting","07-12","07-21"
"Amhara","Enesie Sar Midir","Lul-025-","flowering","09-27","10-11"
"Amhara","Enesie Sar Midir","Lul-025-","tasseling/seed filling","10-26","11-16"
"Amhara","Enesie Sar Midir","Lul-025-","harvesting","11-25","12-25"
"Amhara","Enesie Sar Midir","Lul-025-","land preparation","03-25","06-07"
"Amhara","Enesie Sar Midir","Lul-025-","planting","06-08","07-07"
"Amhara","Enesie Sar Midir","Lul-025-","flowering","08-21","08-05"
"Amhara","Enesie Sar Midir","Lul-025-","tasseling/seed filling","09-26","10-11"
"Amhara","Enesie Sar Midir","Lul-025-","harvesting","10-12","11-10"
"Amhara","Enesie Sar Midir","Lul-025-","land preparation","06-08","06-22"
"Amhara","Enesie Sar Midir","Lul-025-","planting","06-24","07-12"
"Amhara","Enesie Sar Midir","Lul-025-","flowering","08-21","09-05"
"Amhara","Enesie Sar Midir","Lul-025-","tasseling/seed filling","09-12","09-27"
"Amhara","Enesie Sar Midir","Lul-025-","harvesting","10-02","10-12"
"Amhara","Enesie Sar Midir","Yetefet-021-","land preparation","03-10","06-22"
"Amhara","Enesie Sar Midir","Yetefet-021-","planting","07-08","07-27"
"Amhara","Enesie Sar Midir","Yetefet-021-","flowering","09-17","09-28"
"Amhara","Enesie Sar Midir","Yetefet-021-","tasseling/seed filling","10-12","11-10"
"Amhara","Enesie Sar Midir","Yetefet-021-","harvesting","11-23","12-25"
"Amhara","Enesie Sar Midir","Yetefet-021-","land preparation","06-23","04-08"
"Amhara","Enesie Sar Midir","Yetefet-021-","planting","04-23","05-13"
"Amhara","Enesie Sar Midir","Yetefet-021-","flowering","08-21","09-11"
"Amhara","Enesie Sar Midir","Yetefet-021-","tasseling/seed filling","09-26","10-26"
"Amhara","Enesie Sar Midir","Yetefet-021-","harvesting","11-08","11-30"
"Amhara","Enesie Sar Midir","Yetefet-021-","land preparation","03-10","05-08"
"Amhara","Enesie Sar Midir","Yetefet-021-","planting","05-22","07-07"
"Amhara","Enesie Sar Midir","Yetefet-021-","flowering","08-07","09-11"
"Amhara","Enesie Sar Midir","Yetefet-021-","tasseling/seed filling","09-26","10-16"
"Amhara","Enesie Sar Midir","Yetefet-021-","harvesting","11-30","01-10"
"Amhara","Enesie Sar Midir","HagereSelam-016-","land preparation","04-09","07-07"
"Amhara","Enesie Sar Midir","HagereSelam-016-","planting","07-08","07-27"
"Amhara","Enesie Sar Midir","HagereSelam-016-","flowering","09-11","09-26"
"Amhara","Enesie Sar Midir","HagereSelam-016-","tasseling/seed filling","10-25","11-09"
"Amhara","Enesie Sar Midir","HagereSelam-016-","harvesting","11-25","12-25"
"Amhara","Enesie Sar Midir","HagereSelam-016-","land preparation","01-24","04-08"
"Amhara","Enesie Sar Midir","HagereSelam-016-","planting","04-09","06-07"
"Amhara","Enesie Sar Midir","HagereSelam-016-","flowering","08-21","09-25"
"Amhara","Enesie Sar Midir","HagereSelam-016-","tasseling/seed filling","10-25","11-09"
"Amhara","Enesie Sar Midir","HagereSelam-016-","harvesting","11-10","11-21"
"Amhara","Enesie Sar Midir","HagereSelam-016-","land preparation","04-23","06-22"
"Amhara","Enesie Sar Midir","HagereSelam-016-","planting","06-23","07-07"
"Amhara","Enesie Sar Midir","HagereSelam-016-","flowering","09-11","10-10"
"Amhara","Enesie Sar Midir","HagereSelam-016-","tasseling/seed filling","10-11","11-09"
"Amhara","Enesie Sar Midir","HagereSelam-016-","harvesting","11-10","11-24"
"Amhara","Shebel Berenta","Abrekuy","land preparation","03-10","07-07"
"Amhara","Shebel Berenta","Abrekuy","planting","07-12","08-06"
"Amhara","Shebel Berenta","Abrekuy","flowering","09-11","10-05"
"Amhara","Shebel Berenta","Abrekuy","tasseling/seed filling","10-11","11-09"
"Amhara","Shebel Berenta","Abrekuy","harvesting","11-10","12-14"
"Amhara","Shebel Berenta","Abrekuy","land preparation","03-24","04-23"
"Amhara","Shebel Berenta","Abrekuy","planting","04-24","05-28"
"Amhara","Shebel Berenta","Abrekuy","flowering","09-11","09-30"
"Amhara","Shebel Berenta","Abrekuy","tasseling/seed filling","10-11","11-09"
"Amhara","Shebel Berenta","Abrekuy","harvesting","12-10","12-24"
"Amhara","Shebel Berenta","Abrekuy","land preparation","03-10","06-27"
"Amhara","Shebel Berenta","Abrekuy","planting","07-07","07-17"
"Amhara","Shebel Berenta","Abrekuy","flowering","09-11","09-20"
"Amhara","Shebel Berenta","Abrekuy","tasseling/seed filling","09-25","10-25"
"Amhara","Shebel Berenta","Abrekuy","harvesting","11-24","12-09"
